LID , TA , TCA , NDCA , CWED , SHDI
\\esm.ucsb.edu\mesm\co2022\brianna_baker\ArcGIS\esm215\burmes\burmesveg15.tif ,   10322.5849 ,    7443.7826 ,    2448.0000 ,      27.7988 ,       2.0834
