Time,Row,Column,SitesChecked,CohortsKilled,Severity,SitesEventchap,SitesEventoaks,SitesEventcss,BurnedSites,
6, 304, 154, 873, 35418, 5, 844, 0, 29, 873, 
7, 12, 40, 530, 19743, 4.97547169811321, 530, 0, 0, 530, 
7, 270, 50, 396, 15980, 4.97979797979798, 396, 0, 0, 396, 
7, 288, 265, 1535, 60789, 4.99674267100977, 1476, 4, 55, 1535, 
8, 114, 223, 417, 13060, 5, 393, 0, 24, 417, 
8, 118, 276, 1, 39, 5, 1, 0, 0, 1, 
8, 240, 322, 940, 37189, 4.85531914893617, 862, 72, 6, 940, 
8, 247, 40, 248, 8889, 4.92741935483871, 175, 18, 55, 248, 
9, 47, 265, 292, 5100, 4.70547945205479, 136, 86, 70, 292, 
9, 63, 72, 636, 24216, 4.89937106918239, 523, 55, 58, 636, 
9, 102, 284, 1, 1, 2, 1, 0, 0, 1, 
9, 236, 33, 548, 21194, 4.81386861313869, 391, 102, 55, 548, 
9, 269, 235, 216, 8361, 4.94907407407407, 191, 11, 14, 216, 
9, 281, 32, 2828, 112760, 4.99434229137199, 2773, 0, 55, 2828, 
10, 71, 287, 111, 1885, 4.45945945945946, 34, 55, 22, 111, 
10, 85, 74, 1, 41, 5, 1, 0, 0, 1, 
10, 181, 327, 701, 23838, 4.76319543509273, 573, 122, 6, 701, 
11, 30, 226, 1006, 18867, 4.72166998011928, 541, 280, 185, 1006, 
11, 113, 63, 1315, 48631, 4.86007604562738, 1128, 171, 16, 1315, 
12, 19, 317, 263, 6307, 4.17490494296578, 41, 210, 12, 263, 
12, 122, 29, 1592, 56379, 4.83542713567839, 1348, 146, 98, 1592, 
12, 142, 310, 2, 39, 3.5, 2, 0, 0, 2, 
12, 143, 305, 2, 6, 2, 2, 0, 0, 2, 
13, 56, 137, 705, 23687, 4.90496453900709, 587, 55, 63, 705, 
13, 126, 100, 1651, 38847, 4.87583282858873, 1413, 201, 37, 1651, 
13, 187, 199, 1775, 61537, 4.87098591549296, 1656, 33, 86, 1775, 
13, 213, 58, 2017, 72540, 4.85374318294497, 1727, 158, 132, 2017, 
14, 10, 206, 212, 3596, 4.74056603773585, 99, 55, 58, 212, 
14, 65, 244, 249, 4206, 4.77911646586345, 112, 55, 82, 249, 
14, 92, 141, 521, 20257, 4.91938579654511, 456, 42, 23, 521, 
14, 129, 166, 458, 17378, 4.82751091703057, 385, 55, 18, 458, 
14, 285, 276, 1, 2, 2, 1, 0, 0, 1, 
15, 28, 172, 111, 3789, 4.87387387387387, 111, 0, 0, 111, 
15, 140, 213, 634, 22931, 4.9006309148265, 592, 3, 39, 634, 
15, 165, 63, 1, 1, 3, 1, 0, 0, 1, 
15, 258, 331, 2, 1, 3, 2, 0, 0, 2, 
16, 79, 220, 1266, 33015, 4.9304897314376, 1029, 88, 149, 1266, 
16, 111, 184, 2705, 102320, 4.9460258780037, 2552, 121, 32, 2705, 
16, 123, 332, 1672, 55976, 4.88995215311005, 1363, 132, 177, 1672, 
16, 150, 370, 2076, 74574, 4.8771676300578, 1510, 219, 347, 2076, 
16, 235, 292, 676, 24819, 4.90384615384615, 674, 0, 2, 676, 
16, 259, 245, 3379, 123244, 4.89109203906481, 3107, 85, 187, 3379, 
16, 277, 258, 2, 4, 2, 2, 0, 0, 2, 
17, 15, 247, 520, 10166, 4.50769230769231, 212, 253, 55, 520, 
17, 22, 196, 225, 3788, 4.71555555555556, 114, 56, 55, 225, 
17, 60, 267, 181, 3570, 4.5524861878453, 92, 65, 24, 181, 
18, 14, 286, 333, 10423, 4.61261261261261, 140, 129, 64, 333, 
18, 67, 257, 152, 2574, 4.99342105263158, 96, 1, 55, 152, 
18, 135, 234, 1499, 49299, 4.89326217478319, 1330, 1, 168, 1499, 
18, 147, 126, 335, 7239, 4.66268656716418, 202, 113, 20, 335, 
18, 238, 116, 2, 4, 3, 2, 0, 0, 2, 
18, 263, 144, 111, 4123, 4.97297297297297, 111, 0, 0, 111, 
18, 295, 359, 6, 85, 4.5, 4, 0, 2, 6, 
19, 16, 265, 291, 6755, 4.70103092783505, 151, 85, 55, 291, 
19, 57, 192, 174, 5088, 4.97126436781609, 111, 0, 63, 174, 
19, 67, 330, 1, 2, 4, 1, 0, 0, 1, 
19, 304, 157, 1, 1, 3, 1, 0, 0, 1, 
20, 3, 13, 116, 3941, 4.87931034482759, 116, 0, 0, 116, 
20, 74, 290, 273, 3611, 4.85714285714286, 106, 21, 146, 273, 
20, 78, 109, 2728, 86969, 4.92448680351906, 2505, 65, 158, 2728, 
20, 193, 295, 1563, 55274, 4.8637236084453, 1495, 50, 18, 1563, 
21, 197, 359, 1336, 45318, 4.875, 1161, 54, 121, 1336, 
21, 254, 187, 1, 2, 4, 1, 0, 0, 1, 
23, 83, 245, 158, 1774, 4.9620253164557, 52, 0, 106, 158, 
23, 216, 20, 873, 32013, 4.79725085910653, 715, 131, 27, 873, 
23, 280, 92, 3, 6, 4, 1, 0, 2, 3, 
24, 269, 170, 111, 4253, 4.90990990990991, 101, 10, 0, 111, 
24, 273, 144, 1140, 37847, 4.83771929824561, 982, 91, 67, 1140, 
25, 194, 187, 1, 1, 3, 1, 0, 0, 1, 
25, 210, 285, 3, 8, 2, 3, 0, 0, 3, 
25, 298, 203, 1148, 40492, 4.93292682926829, 1083, 10, 55, 1148, 
27, 75, 164, 346, 12356, 4.94797687861272, 336, 0, 10, 346, 
27, 119, 64, 1, 3, 4, 1, 0, 0, 1, 
27, 173, 22, 1, 5, 5, 1, 0, 0, 1, 
27, 182, 326, 9, 10, 4, 9, 0, 0, 9, 
27, 302, 298, 508, 11519, 4.91732283464567, 508, 0, 0, 508, 
28, 39, 291, 5, 17, 4.2, 3, 2, 0, 5, 
28, 118, 257, 1, 1, 5, 1, 0, 0, 1, 
28, 292, 119, 765, 24388, 4.97777777777778, 761, 2, 2, 765, 
29, 38, 340, 179, 7141, 4.19553072625698, 29, 144, 6, 179, 
29, 80, 313, 69, 337, 4.97101449275362, 32, 1, 36, 69, 
29, 88, 23, 2, 40, 5, 2, 0, 0, 2, 
29, 159, 62, 8, 24, 5, 8, 0, 0, 8, 
29, 181, 316, 40, 112, 4.775, 38, 0, 2, 40, 
29, 262, 130, 1, 4, 5, 1, 0, 0, 1, 
29, 299, 17, 1, 3, 5, 1, 0, 0, 1, 
30, 17, 311, 3, 13, 3, 0, 3, 0, 3, 
30, 107, 218, 151, 2245, 4.81456953642384, 133, 0, 18, 151, 
30, 114, 203, 1, 2, 3, 1, 0, 0, 1, 
30, 148, 75, 2, 4, 4, 2, 0, 0, 2, 
30, 180, 354, 1, 3, 3, 1, 0, 0, 1, 
31, 39, 242, 8, 27, 5, 1, 0, 7, 8, 
31, 66, 365, 126, 3352, 4.90476190476191, 59, 12, 55, 126, 
31, 67, 7, 6, 10, 5, 6, 0, 0, 6, 
31, 101, 279, 1, 3, 5, 1, 0, 0, 1, 
31, 124, 139, 1184, 32038, 4.78293918918919, 970, 159, 55, 1184, 
31, 238, 162, 38, 171, 5, 38, 0, 0, 38, 
32, 45, 32, 47, 272, 5, 36, 0, 11, 47, 
32, 290, 290, 2, 5, 3, 2, 0, 0, 2, 
32, 291, 367, 271, 947, 4.86715867158672, 162, 28, 81, 271, 
33, 42, 64, 171, 1594, 4.84210526315789, 119, 27, 25, 171, 
33, 55, 130, 1, 2, 5, 1, 0, 0, 1, 
33, 72, 128, 1, 2, 3, 1, 0, 0, 1, 
33, 146, 187, 209, 2187, 4.95693779904306, 209, 0, 0, 209, 
33, 178, 17, 1192, 33739, 4.73909395973154, 852, 279, 61, 1192, 
33, 221, 102, 3, 5, 5, 3, 0, 0, 3, 
33, 270, 83, 63, 125, 5, 63, 0, 0, 63, 
34, 13, 81, 129, 386, 5, 129, 0, 0, 129, 
34, 67, 35, 140, 462, 4.97142857142857, 129, 4, 7, 140, 
34, 71, 354, 218, 6163, 4.73394495412844, 113, 50, 55, 218, 
35, 10, 352, 157, 5878, 4.26114649681529, 37, 116, 4, 157, 
35, 85, 178, 5, 52, 4.2, 5, 0, 0, 5, 
35, 109, 92, 1171, 22569, 4.77455166524338, 931, 174, 66, 1171, 
35, 188, 155, 135, 337, 5, 135, 0, 0, 135, 
35, 296, 185, 5, 11, 3, 5, 0, 0, 5, 
36, 89, 224, 1, 1, 5, 1, 0, 0, 1, 
36, 89, 265, 570, 8707, 4.83157894736842, 390, 1, 179, 570, 
36, 228, 334, 5, 14, 4, 5, 0, 0, 5, 
36, 237, 13, 454, 7772, 4.94273127753304, 315, 0, 139, 454, 
36, 242, 207, 21, 150, 5, 21, 0, 0, 21, 
37, 14, 292, 3, 9, 4, 3, 0, 0, 3, 
37, 70, 271, 235, 2045, 4.4936170212766, 85, 55, 95, 235, 
37, 238, 118, 36, 178, 4.97222222222222, 36, 0, 0, 36, 
37, 242, 295, 543, 4475, 4.98710865561694, 422, 7, 114, 543, 
38, 9, 57, 337, 1237, 4.93471810089021, 323, 0, 14, 337, 
38, 11, 368, 362, 13622, 4.40055248618784, 146, 213, 3, 362, 
38, 61, 169, 270, 4120, 4.96666666666667, 249, 0, 21, 270, 
38, 65, 84, 91, 214, 4.78021978021978, 88, 0, 3, 91, 
38, 108, 127, 1, 2, 5, 1, 0, 0, 1, 
38, 138, 198, 10, 25, 4.7, 10, 0, 0, 10, 
38, 225, 168, 111, 294, 5, 111, 0, 0, 111, 
38, 269, 332, 5, 12, 5, 5, 0, 0, 5, 
38, 275, 265, 1, 1, 5, 0, 0, 1, 1, 
39, 33, 274, 1, 1, 5, 1, 0, 0, 1, 
39, 102, 27, 1, 2, 5, 1, 0, 0, 1, 
39, 103, 77, 1, 2, 5, 1, 0, 0, 1, 
40, 25, 350, 249, 8535, 4.53012048192771, 111, 113, 25, 249, 
40, 81, 34, 118, 305, 4.97457627118644, 118, 0, 0, 118, 
40, 198, 268, 85, 236, 5, 85, 0, 0, 85, 
40, 298, 296, 1, 3, 3, 1, 0, 0, 1, 
41, 144, 273, 8, 18, 5, 7, 0, 1, 8, 
41, 277, 4, 1, 3, 5, 1, 0, 0, 1, 
42, 22, 332, 738, 17046, 4.64769647696477, 260, 247, 231, 738, 
42, 74, 304, 100, 908, 5, 31, 0, 69, 100, 
42, 86, 27, 1084, 3680, 4.97047970479705, 1070, 2, 12, 1084, 
42, 129, 233, 1, 2, 5, 1, 0, 0, 1, 
42, 150, 92, 111, 3476, 4.92792792792793, 102, 8, 1, 111, 
43, 54, 359, 112, 4067, 4.48214285714286, 53, 58, 1, 112, 
43, 86, 349, 437, 11607, 4.72997711670481, 234, 95, 108, 437, 
43, 94, 152, 2, 6, 5, 2, 0, 0, 2, 
43, 123, 286, 1265, 5352, 4.9604743083004, 1047, 38, 180, 1265, 
43, 158, 130, 277, 5492, 4.76173285198556, 221, 55, 1, 277, 
43, 266, 184, 8961, 52055, 4.95870996540565, 8492, 213, 256, 8961, 
44, 3, 27, 783, 2874, 4.96296296296296, 753, 5, 25, 783, 
44, 8, 68, 194, 2189, 5, 194, 0, 0, 194, 
44, 92, 90, 22, 45, 4.59090909090909, 15, 0, 7, 22, 
44, 118, 14, 87, 534, 4.89655172413793, 78, 9, 0, 87, 
44, 134, 120, 17, 32, 3.94117647058824, 14, 0, 3, 17, 
44, 137, 77, 1, 1, 5, 1, 0, 0, 1, 
44, 156, 142, 2249, 8750, 4.96176078257003, 2169, 39, 41, 2249, 
44, 234, 240, 1, 4, 5, 1, 0, 0, 1, 
45, 154, 280, 1, 3, 5, 1, 0, 0, 1, 
46, 2, 132, 360, 655, 5, 359, 0, 1, 360, 
46, 58, 302, 56, 441, 4.08928571428571, 5, 51, 0, 56, 
46, 248, 33, 767, 6962, 4.96088657105606, 609, 28, 130, 767, 
47, 92, 251, 50, 150, 4.8, 11, 0, 39, 50, 
47, 95, 2, 3, 4, 5, 3, 0, 0, 3, 
47, 243, 121, 288, 1237, 4.97916666666667, 288, 0, 0, 288, 
47, 249, 116, 1, 6, 5, 1, 0, 0, 1, 
47, 290, 137, 3, 5, 5, 3, 0, 0, 3, 
48, 46, 195, 727, 12015, 4.98624484181568, 498, 10, 219, 727, 
48, 134, 274, 1, 2, 5, 1, 0, 0, 1, 
48, 174, 205, 24, 72, 4.66666666666667, 24, 0, 0, 24, 
48, 238, 212, 73, 266, 4.91780821917808, 73, 0, 0, 73, 
48, 243, 269, 7, 15, 5, 7, 0, 0, 7, 
49, 3, 202, 16, 34, 5, 7, 0, 9, 16, 
49, 51, 255, 497, 8523, 4.52917505030181, 158, 227, 112, 497, 
49, 95, 135, 1, 2, 5, 1, 0, 0, 1, 
49, 128, 253, 793, 2675, 4.99243379571248, 735, 0, 58, 793, 
49, 185, 122, 1, 1, 2, 1, 0, 0, 1, 
49, 227, 129, 33, 372, 5, 33, 0, 0, 33, 
50, 15, 157, 1, 2, 5, 1, 0, 0, 1, 
50, 20, 20, 1553, 7020, 4.92852543464263, 1456, 42, 55, 1553, 
50, 31, 98, 1510, 16621, 4.97218543046358, 1408, 12, 90, 1510, 
50, 35, 277, 222, 2887, 4.76576576576577, 92, 52, 78, 222, 
50, 207, 215, 251, 638, 4.89243027888446, 247, 0, 4, 251, 
50, 250, 336, 1264, 5634, 4.95727848101266, 1164, 45, 55, 1264, 
50, 274, 93, 1257, 3905, 4.98011137629276, 1213, 6, 38, 1257, 
